foreigners making money philippines wearing red around their forehead make seem like they are great but they are all sisies just trying make youtube money take those things off just film are definitely advertising their location let all perverted people come explore this place advertising good things of filipinoes foreigner can take advantage of these good old folks respect needed,en,,
just found your channeljust amazing sir,en,,
love stuffing pussit,en,,
why did not add durian of fish can smell another great episode,en,,
squid nd cheese,nl,,
there more hard food than fresh intestine its worm from sea there are big,en,,
what an amazing views,en,,
epic indeed syeeyyt like im drooling lechon salted egg are my all time favorite food sea urchinuni will also be best with itm,en,,
more papiiii lol his laugh contagious,ro,,
just literally did boodle fight yesterday,en,,
thank visiting our country cuz live philppines,en,,
he filming me xd,da,,
this man deserves wayyyyy more subs,en,,
amount of sexual innuendos this vid hilarious lmaooo,en,,
omg yummy,tl,,
maam your squid looking very respectable,en,,
being japanese calling big fish quotlooks like its from fukushimaquot citing natural disaster was not pleasantthough love food continued watching,en,,
ohhh im hungry now,cy,,
yup quotdont forget eating ricequot,en,,
wow,pl,,
hi sonny are correct military tradition but history goes even more than having cadets stand take up tastiest piece of meatin s or earlier more senior cadets would take large bag or plate of rice from mess hall take their rooms they would spread on floor or table open whatever tin of food or place leftovers on top of rice since was lights out by time they would eat dark scoop up as much as they can at quickest possible time hence fight,en,,
damn who knew whole pig could still look delicious,en,,
sarap,id,,
what hate with eating ph damn flies everywhere nasty man sonny fermented gutsfear factor right there d,en,,
worst guard dogs barely lift their asses d,en,,
love philippines,fr,,
if come malaysia please come penang penang malaysia food heaven,en,,
respect dude,fr,,
dude have watch your videos think are philippines right now im sure best places will visit negros occidental bacolod chicken inasal,en,,
dude have watch your videos think are philippines right now im sure best places will visit negros occidental bacolod chicken inasal,en,,
great content sonny,fr,,
suggest puerto galera if go snorkling or something will stop one small island where there not alot of people with little climb up cave but sometimes there would be guy carying bucket filled withe sea urchens can buy from him can eat,en,,
watching eat those fish guts had me screaming into my hands damn are one brave meat expert,en,,
wow delicious,pl,,
pleasure of food wanna try make me hungry,en,,
wow amazing seafood am not much into seafood but stuff this video looks amazing thanks sharing,en,,
great video as usual this should be trending by now,en,,
why person philippines has someone try something they look like theyve never tried themselves they have concerned look,en,,
thats my place hi,en,,
this guy such an arrogant jerktypical,en,,
like,et,,
thank,en,,
are soo freaking hilarious are going do thailand ahhh peace,en,,
cannot stop watching your vids youre hilarious stamina foods must have been working,en,,
lechon rules just give me lechon cheeks are best,fr,,
am frome filipines but move canada sisnse was,en,,
its big pleasure watch your videos because love filipino then filipino must love most great job sonny,en,,
good job sunny proud pinoy fan here,en,,
man epic an understatement seafood boodle fight with lechon on top thats hard beat,en,,
lmao luagh funny as hell,cy,,
sea grapes lato though like kinilaw na guso lukot betterayyy miss these foods lt,en,,
im love with sonny,en,,
love how guy on far right side doesnt give t just preparing his dipping sauce great vid again sonny,en,,
keep up with videos im loving food,en,,
should try visit iloilo city browe have lot of good foods theretry lapaz batchoy,en,,
hi sonny its about month ago we my boyfriend n came across ur channel n we instantly loved your humor reviews ur attitude watching eat ur videos give us great joy n we try watch all ur past uploads every night keep doing what love best n share weird bizarre n yummy food we can share ur journey with besties love from india mizoram,en,,
la comida filipina apesta filipino food sucks,it,,
sarap niyan,tl,,
craving,it,,
what helli just watched one of your video eating wormand end up watching all of your videosgood job nice review,en,,
man your channel growing rapidly been here since last year boy do expect guys get famous,en,,
do japan series please,es,,
damni just finished eating then watched this video now im hungry again,en,,
days without sonny days of sadness sonny where art thou,en,,
back at again big daws,id,,
quotbogart explorerquot,ca,,
your videos go by quick,es,,
boodle fight legit af,en,,
damn guy must have abs doing,sv,,
how kind generous of feed whole crew of resort are fun humorous yet with good heart im sure are more success see my son robert has also commented here yes are invited our house if like more power your channel sonny,en,,
only bucks whole thing,en,,
just ate lunch mins ago im salivating watching this,en,,
dont forget rice,fr,,
channel should be tv show,en,,
this cat from brooklyn ny just want concentrate on pig looks good,en,,
thought invented dollar pho ban mi httpswwwyoutubecomwatchvgcjvjio,en,,
soo where are going eat dog dont be picky,en,,
wow uhmmm delicious d,en,,
oohh miss dayok,so,,
people are jealous they cant eat what hes eating do what hes doing,en,,
httpsyoutubegswgcywlyisubscribe pliz,en,,
just noticed look like actor playing don draper as teenager mad men,en,,
which food made vomit right after eating,en,,
watching at am really fun,en,,
ask nice new way shall receive lol liked commented subscribed,en,,
someone plzz tell me name of background song,en,,
miss philippines love how youre going these unrated districts,en,,
love this food show than others,en,,
hey sonny want do video at city of vietnam call rach gia its beautiful man coast nice sea food thanks bros,en,,
outro pls,pt,,
makes me hungry,id,,
next destination indonesia,it,,
omg im hungry hahahah,tl,,
giant shit of fukushima fish napoleon fishmameng or humphead wrasse theyre good at sinigang or creamy dishes love em,en,,
yours videos are amazing,es,,
bogart explorer,ca,,
this guy remind me someone who globally hated showing dead body his vlog their face look identical,en,,
ive watched alote of these movies on youtube but look at youre videos its like im there now im actually hungry man hahahahahaha stop making videos daimn good almost as if could smell foodanyway have new sub keep on making these great vids now actually know once wath need try out instead of all these other guys going mmmmm aaa yeah sooo good if geth what mean not pointing fingers pand def know now am not going try fish intestens sauce go like mmmm aaa yeah tasty p hahaha,en,,
im from philippines love boodle fight love your work man keep making videos like this ahhhh peace,en,,
please come india love your channel will love north east india thats where am from,en,,
sonny can please do good reviews on hotpot pork chop amp rice vietnamese style bun bo hue thit no luc lac lol think youll enjoy these dishes if already havent,en,,
youve come far sonny remembered time only have about k subs now its k wow congratulations man,en,,
quotyesquot,fi,,
how make this viral guys,en,,
omggg ur videos make me hungry,no,,
suck head,en,,
thanks your vediowatching here kwuitenjoy philippines l miss lechonam hungrrrrry,en,,
true thats only thats coolnice philippines,en,,
kalami,so,,
mouth watering,en,,
its fun philippines o,fr,,
now im hungry,pl,,
pappi,tl,,
filipino boodle fight,en,,
lechonsalted eggricesea grapesmeat sawsaw toyo wow,en,,
like lechon baboy but would have liked better with dipping sauce like soy sauce calamansi hot peppers,en,,
looking at roast pig lechon makes my mouth water literally drip from my lips,en,,
yummy,tr,,
these are kinds of things west can no longer experience even with all its material wealth,en,,
do know lechon cebu taste better with cebu hanging rice with onion soysauce lemon as sauce,en,,
man ur more filipino than am dont eat dayuk,en,,
know dont condone violence however dont mind pushing anyone doesnt like,en,,
can just join feast like do video with your fan can eat like matt stonie,en,,
real boodle fight done close room no lights totally dark intention getting best dish cant see thats why youre boodle figthing dish,en,,
are bradley coopers twin,en,,
now thats some way feast,en,,
papi cool,it,,
good job sonny,so,,
his giggle at x entertaining,da,,
love,sl,,
kudos,lt,,
fish intestine feels like have eat with something like bagoong,en,,
more please,en,,
best,af,,
suck youre not vietnam right now whole country going crazy,en,,
wow what freakin feast would pay pig any day dam actually id pay,en,,
visit africa n try african foods,en,,
youre videos are really fun watch,en,,
just wanted say my husband amp have been here from start before hit million bestie love how open minded are,en,,
nothing compares filipino cuisine,it,,
nakakagutum,tl,,
woow your mouth will really go on journey with foods,en,,
best food vlogfer more power hope get million subscribers more power sir,en,,
need tv show sonny youtube isnt enough tv show across asia will do promote diff culinary at asia sea,en,,
nagutom tuloy ako,tl,,
try eat taho its delicious,en,,
min humphead wrasse fish listed as endangered,en,,
awesome,af,,
congrats on k subs sonny im proud please visut north next time ex batangas cagayan valley baguio,en,,
your videos are impressive,fr,,
must commend trying all these weird foods keeping straight face also dont forget rice hahaha great job befrs trinidad,en,,
